nrc,sigla,seccion,nombre,profesor,horario,escuela,semestre
33382,NUT409A,1,Integrado de Nutrición Clínica Pediátrica,"Aguilera Gonzalo, Cárdenas Gabriela, Jara Natalia, Leiva Carla, Pérez Maria-Ignacia","W-J:1,2,3 CLAS CS403",Escuela Ciencias de la Salud,2026-1
33384,NUT411A,1,Unidad Investigaci Nutricion I,"Fernandez Rodrigo, Aguirre Carolina, Arguello Graciela, Cerda Ricardo, Echeverria Francisca, Fredes Carolina, Galgani Jose, Valentino Giovanna, Vega Maria","V:1,2 CLAS CS405",Escuela Ciencias de la Salud,2026-1
15769,NUT501,1,Internado: Clínico Adultos,Figueroa Constanza,"L-M-W-J-V:1,2,3,4,5,6,7 CLAS SIN SALA",Escuela Ciencias de la Salud,2026-1
15771,NUT502,1,Internado: Clínico Pediátrico,"Aguilera Gonzalo, Cárdenas Gabriela","L-M-W-J-V:1,2,3,4,5,6,7 CLAS SIN SALA",Escuela Ciencias de la Salud,2026-1
15773,NUT503,1,Internado de Actividad Física,Rios Mauricio,"L-M-W-J-V:1,2,3,4,5,6,7 CLAS SIN SALA",Escuela Ciencias de la Salud,2026-1
15774,NUT504,1,Internado Salud Pública,Macía Dannya,"L-M-W-J-V:1,2,3,4,5,6,7 CLAS SIN SALA",Escuela Ciencias de la Salud,2026-1
15778,NUT505,1,Internado Alimentación Colectiva,San Martin Paola,"L-M-W-J-V:1,2,3,4,5,6,7 CLAS SIN SALA",Escuela Ciencias de la Salud,2026-1
15776,NUT506,1,Internado de Ciclo Vital (Pre-Escolar y Adulto Mayor),Arguello Graciela,L-M-W-J-V:1 CLAS SIN SALA,Escuela Ciencias de la Salud,2026-1
25168,OCU101A,1,Desarrollo Creativo y Destrezas Terapéuticas,"Vega Valentina, Aguilera Nancy, Labbe Franchesca, Paillalef Paola",J:1 CLAS M1 J:2 TAL CS402,Escuela Ciencias de la Salud,2026-1
30309,OCU101A,2,Desarrollo Creativo y Destrezas Terapéuticas,"Vega Valentina, Aguilera Nancy, Labbe Franchesca, Paillalef Paola",J:1 CLAS M1 J:2 TAL C509,Escuela Ciencias de la Salud,2026-1
30311,OCU101A,3,Desarrollo Creativo y Destrezas Terapéuticas,"Vega Valentina, Aguilera Nancy, Labbe Franchesca, Paillalef Paola",J:1 CLAS M1 J:2 TAL C505,Escuela Ciencias de la Salud,2026-1
33138,OCU101A,4,Desarrollo Creativo y Destrezas Terapéuticas,"Vega Valentina, Aguilera Nancy, Labbe Franchesca, Paillalef Paola",J:1 CLAS M1 J:2 TAL C300,Escuela Ciencias de la Salud,2026-1
25169,OCU102A,1,Terapia Ocupacional: Profesión y Disciplina,"Rodriguez Laura, Aguilera Nancy, Atán Karla, Castro Florencia, Labbe Franchesca, Paillalef Paola, Paredes Paula, Traub Carolina","M:5,6 CLAS K201 J:3,4 CLAS CS-101",Escuela Ciencias de la Salud,2026-1
26466,OCU301A,1,Habilidades y Técnicas Terapeuticas I,"Paredes Paula, Aguilera Nancy, Joo Andrea, Rodriguez Laura","L:5,6 CLAS CS204",Escuela Ciencias de la Salud,2026-1
28641,OCU501A,1,Ergonomía y Salud Ocupacional,"Astorga Bernardita, Acevedo Fabrizio, Castro Florencia, Ortiz Rosa, Paillalef Paola","M-J:5,6 CLAS CS-101",Escuela Ciencias de la Salud,2026-1
28642,OCU502A,1,Semiología y Anamnesis para Ciencias de la Salud,"Contreras Camila, Aceituno Cristopher, Lucero Nayadet-Noelia, Pinilla Carlos, Traub Carolina","L:5,6 CLAS AE101",Escuela Ciencias de la Salud,2026-1
29695,OCU702A,1,Evaluación e Intervención en Niños y Adolescentes,"Pinilla Carlos, Duarte Tamara, Gomez Carolina, Lucero Nayadet-Noelia, Por Fijar, Severin Bernardita","M:3,4 CLAS CS303 W:5,6 CLAS AE201",Escuela Ciencias de la Salud,2026-1
31282,OCU702A,2,Evaluación e Intervención en Niños y Adolescentes,"Gomez Carolina, Cubillos Rodrigo, Duarte Tamara, Labbe Franchesca, Lucero Nayadet-Noelia, Pinilla Carlos","M:3,4 CLAS CS203 W:5,6 CLAS AE003",Escuela Ciencias de la Salud,2026-1
29697,OCU703A,1,Evaluación e Intervención Psicosocial y Comunitaria,"Joo Andrea, Aguilera Nancy, Arellano Beatriz, Floriano Sibila, Paillalef Paola, Paredes Paula, Vega Valentina","L:2,3,4 CLAS CS304",Escuela Ciencias de la Salud,2026-1
29699,OCU704A,1,Investigación Aplicada en Ciencia de la Ocupación,"Avello Daniela, Aceituno Cristopher, Aguilera Nancy, Arellano Beatriz, Astorga Bernardita, Cimino Paola, Contreras Camila, Cubillos Rodrigo, Duarte Tamara, Floriano Sibila, Gomez Carolina, Lucero Nayadet-Noelia, Paredes Paula, Pinilla Carlos, Rodriguez Laura, Traub Carolina, Vega Valentina","V:3,4 CLAS CS204",Escuela Ciencias de la Salud,2026-1
33139,OCU801A,1,Evaluación e Intervención en Salud Física Adulto y Persona Mayor,"Cimino Paola, Acevedo Fabrizio, Astorga Bernardita, Castro Florencia, Floriano Sibila, Ortiz Rosa, Vega Valentina","M:5,6 CLAS CS203 J:1,2 CLAS AE105",Escuela Ciencias de la Salud,2026-1
31910,OCU901A,1,Internado Salud Física,"Cimino Paola, Acevedo Fabrizio, Astorga Bernardita, Ortiz Rosa","L-M-W-J-V:1,2,3,4,5,6 CLAS SIN SALA",Escuela Ciencias de la Salud,2026-1
31911,OCU902A,1,Internado Salud Mental,"Aguilera Nancy, Paredes Paula, Rodriguez Laura, Traub Carolina","L-M-W-J-V:1,2,3,4,5,6 CLAS SIN SALA",Escuela Ciencias de la Salud,2026-1
31912,OCU903A,1,Internado Infanto Juvenil,"Lucero Nayadet-Noelia, Duarte Tamara, Gomez Carolina, Labbe Franchesca, Pinilla Carlos","L-M-W-J-V:1,2,3,4,5,6 CLAS SIN SALA",Escuela Ciencias de la Salud,2026-1
31913,OCU904A,1,Internado Socio-Comunitario,"Arellano Beatriz, Avello Daniela, Joo Andrea, Traub Carolina","L-M-W-J-V:1,2,3,4,5,6 CLAS SIN SALA",Escuela Ciencias de la Salud,2026-1
31914,OCU905A,1,Internado Electivo,"Paillalef Paola, Rodriguez Laura, Traub Carolina, Vega Valentina","L-M-W-J-V:1,2,3,4,5,6 CLAS SIN SALA",Escuela Ciencias de la Salud,2026-1
31694,ENA3520,1,Fundamentos para los Cuidados Especializados de Enfermería en Cuidados Críticos del Adulto,Rojas Noelia,: CLAS SIN SALA,Escuela de Enfermería,2026-1
31695,ENA3521,1,Especialidad de Enfermería en Cuidados Críticos del Adulto I,"Rojas Noelia, Leiva Silvana",: CLAS SIN SALA,Escuela de Enfermería,2026-1
34200,ENA3522,1,Especialidad de Enfermería en Cuidados Críticos del Adulto II,"Rojas Noelia, Leiva Silvana",: CLAS,Escuela de Enfermería,2026-1
31703,ENB3020,1,Fundamentos para el Cuidado Especialista de Enfermería en Adultos Con Problemas Oncológicos,Flores Claudia,L-W:1 CLAS SIN SALA,Escuela de Enfermería,2026-1
32152,ENB3020,2,Fundamentos para el Cuidado Especialista de Enfermería en Adultos Con Problemas Oncológicos,Marquez Francisca,"W:7,8 CLAS SIN SALA",Escuela de Enfermería,2026-1
31953,ENB3110,1,Cuidados Avanzados de Enfermeria del Adulto Con Problemas Oncologicos II,Marquez Francisca,M-J:1 CLAS SIN SALA,Escuela de Enfermería,2026-1
31704,ENB3120,1,Cuidados Especializados de Enfermería en Adultos Con Problemas Oncológicos I,"Flores Claudia, Araya Veronica, García Marcela",L-W:1 CLAS SIN SALA,Escuela de Enfermería,2026-1
31696,END3020,1,Fundamentos para el Cuidado Especialista de Enfermería en Personas Con Problemas Cardiacos,González Marcela,"M:1,2,3 CLAS SIN SALA",Escuela de Enfermería,2026-1
31697,END3120,1,Enfermería para Cuidados Especialistas en Personas Con Problemas Cardiacos I,"González Marcela, Sanhueza Javiera",: CLAS SIN SALA,Escuela de Enfermería,2026-1
28136,ENE3010,1,Cuidados Avanzados de Enfermeria del Adulto Con Problemas Renales I,"Barrios Silvia, Palma Eugenia",":1,2 CLAS F5",Escuela de Enfermería,2026-1
34164,ENE3020,1,Fundamentos para el Cuidado Especialista de Enfermería del Adulto Con Problemas Renales,"Osorio Bernardita, Barrios Silvia",J:6 CLAS SIN SALA,Escuela de Enfermería,2026-1
34169,ENE3120,1,Enfermería para Cuidados Especialistas del Adulto Con Problemas Renales I,"Osorio Bernardita, Barrios Silvia",: CLAS SIN SALA,Escuela de Enfermería,2026-1
31550,ENF1100,1,Sueño: ¿Cómo Mantener y Mejorar Esta Necesidad Vital?,Masalan Maria,"M:5,6 CLAS SIN SALA",Escuela de Enfermería,2026-1
26215,ENF1112,1,Naturaleza de la Enfermería,"Irarrazabal Lisette, Agurto Herleyn","M:5,6 CLAS D306",Escuela de Enfermería,2026-1
26243,ENF1124,1,Psicología,Dois Angelina,"W:5,6,7 CLAS AE105",Escuela de Enfermería,2026-1
31559,ENF1126,1,Salud Intercultural,Campos Solange,"M:2,3 CLAS SIN SALA",Escuela de Enfermería,2026-1
26239,ENF1127,1,"Salud, Cultura y Sociedad Global","Gonzalez Marcela, Baeza Maria","M:1,2,3 CLAS F201",Escuela de Enfermería,2026-1
26240,ENF1127,2,"Salud, Cultura y Sociedad Global",Correa Maria,"J:1,2,3 CLAS C302",Escuela de Enfermería,2026-1
26244,ENF1133,1,Metodología de la Investigación,"Alegria Leyla, Vega Paula","L:3,4 CLAS AP202",Escuela de Enfermería,2026-1
26245,ENF1205,1,Cuidados de Enfermería I,Valdés Camila,"L:5,6,7 CLAS F201",Escuela de Enfermería,2026-1
26250,ENF1205,2,Cuidados de Enfermería I,Gomez Tamara,"J:5,6,7 CLAS F2",Escuela de Enfermería,2026-1
26242,ENF1212,1,Salud Pública,"Pardo Catalina, Lucchini Camila, Marquez Francisca","J:1,2,3 CLAS AP302",Escuela de Enfermería,2026-1
31593,ENF2112,1,Cuidados de Enfermería de la Persona y Familia,"Neisser Roberto, Correa Maria, Román Camila, Valdés Bastián","L-M:1,2,3 CLAS D202",Escuela de Enfermería,2026-1
28088,ENF2115,1,Educación para la Salud,Urrutia Marcela,"J:1,2 CLAS F201",Escuela de Enfermería,2026-1
30591,ENF2115,2,Educación para la Salud,Urrutia Marcela,"J:3,4 CLAS F201",Escuela de Enfermería,2026-1
30331,ENF2208,1,Cuidados de Enfermería II,"Garcia Noemi, Gomez Tamara, González Daniela, Inostroza Tomás, Luengo Rosario, Valenzuela Maria","L-M:1,2,3 CLAS F2",Escuela de Enfermería,2026-1
28090,ENF2215,1,Informática en Salud I,"Torres Viviana, Miranda Martín","L:5,6 CLAS E15",Escuela de Enfermería,2026-1
28089,ENF2220,1,Gestión y Liderazgo I,"Inostroza Tomás, Martinez Dayann","L:5,6 CLAS F2",Escuela de Enfermería,2026-1
29294,ENF2305,1,Dimensión Interpersonal del Cuidado de Enfermería,Farias Angelica,"M:2,3,4 CLAS C509",Escuela de Enfermería,2026-1
29295,ENF2305,2,Dimensión Interpersonal del Cuidado de Enfermería,Valenzuela Maria,"V:2,3,4 CLAS F201",Escuela de Enfermería,2026-1
33189,ENF2305,3,Dimensión Interpersonal del Cuidado de Enfermería,Labra Macarena,"L:2,3,4 CLAS T1221",Escuela de Enfermería,2026-1
29602,ENF2315,1,Cuidados de Enfermería del Adulto y Persona Mayor,"Flores Claudia, González Daniela, Guerra Carolina, Labra Macarena, Román Camila","W:1,2,3,4,5 CLAS D304 J:1,2,3,4 CLAS D204",Escuela de Enfermería,2026-1
29296,ENF2322,1,Fundamentos Éticos del Ejercicio Profesional,Gonzalez Ximena,"M:2,3,4 CLAS C304",Escuela de Enfermería,2026-1
29297,ENF2322,2,Fundamentos Éticos del Ejercicio Profesional,"Vargas Ivonne, González Rina","M:2,3,4 CLAS J2",Escuela de Enfermería,2026-1
29603,ENF2325,1,Cuidados de Enfermería en la Infancia y Adolescencia,"Soto Paula, Agurto Herleyn, Luengo Rosario, Silva Alejandra","W:1,2,3,4,5 CLAS D202 J:1,2,3,4 CLAS N6",Escuela de Enfermería,2026-1
30864,ENF2408,1,Investigación,"Rubio Miriam, Alvarez Diana, Miranda Martín","L:2,3,4 CLAS E15",Escuela de Enfermería,2026-1
31594,ENF2410,1,Enfermería en Salud Familiar y Comunitaria,"Valdés Camila, Martinez Dayann, Neisser Roberto","W-J:1,2,3,4 CLAS F2 W:5 CLAS F2",Escuela de Enfermería,2026-1
31650,ENF2416,1,Cuidados de Enfermería en Salud Mental,"Labra Macarena, Varela Camila","M:1,2,3,4,5 CLAS AL2",Escuela de Enfermería,2026-1
31595,ENF2420,1,Cuidados de Enfermería en Personas Con Condiciones Crónicas de Salud,"Alcayaga Claudia, Campos Solange, González Marcela, Urrutia Marcela, Valdés Bastián","J-V:1,2,3,4 CLAS D202 V:5 CLAS E12",Escuela de Enfermería,2026-1
30866,ENF2425,1,Gestión y Liderazgo II,"Jara Daniel, Garcia Noemi, Torres Viviana","M:5,6,7 CLAS D301",Escuela de Enfermería,2026-1
30865,ENF2428,1,Informática en Salud II,"Garcia Noemi, Torres Viviana","J:5,6 CLAS AP303",Escuela de Enfermería,2026-1
26262,ENF2504,1,Internado Ambulatorio en Salud de la Mujer,Garcia Noemi,"L-M-W-J-V:1,2,3,4,5,6 PRA SIN SALA",Escuela de Enfermería,2026-1
26264,ENF2508,1,Internado Hospitalario en Salud de la Mujer,Uribe Claudia,"L-M-W-J-V:1,2,3,4,5,6 PRA SIN SALA",Escuela de Enfermería,2026-1
33483,ENF2510,1,Internado de Enfermería Hospitalario,"Rojas Noelia, Gonzalez Ximena, González Marcela, Labra Macarena","L-M-W-J-V:1,2,3,4 CLAS SIN SALA L-M-W-J-V:5,6 CLAS SIN SALA",Escuela de Enfermería,2026-1
33484,ENF2510,2,Internado de Enfermería Hospitalario,"Rojas Noelia, Garcia Noemi, Gonzalez Ximena, Labra Macarena","L-M-W-J-V:1,2,3,4,5,6 CLAS SIN SALA",Escuela de Enfermería,2026-1
18813,ENF2512,1,Internado de Enfermería Hospitalario,"Guerra Carolina, Garcia Noemi, Neisser Roberto","L-M-W-J-V:1,2,3,4,5,6 PRA SIN SALA",Escuela de Enfermería,2026-1
29286,ENF2512,2,Internado de Enfermería Hospitalario,"Gonzalez Ximena, Agurto Herleyn","L-M-W-J-V:1,2,3,4,5,6 PRA SIN SALA",Escuela de Enfermería,2026-1
33485,ENF2515,1,Internado de Enfermería Ambulatorio,"Urrutia Marcela, Correa Maria, Irarrazabal Lisette, Valdés Camila","L-M-W-J-V:1,2,3,4 CLAS SIN SALA L-M-W-J-V:5,6 CLAS SIN SALA",Escuela de Enfermería,2026-1
33487,ENF2515,2,Internado de Enfermería Ambulatorio,"Urrutia Marcela, Correa Maria, Irarrazabal Lisette, Valdés Camila","L-M-W-J-V:1,2,3,4 CLAS SIN SALA L-M-W-J-V:5,6 CLAS SIN SALA",Escuela de Enfermería,2026-1
15703,ENF2516,1,Internado de Enfermería  Ambulatorio,"Valdés Camila, Martinez Dayann, Valdés Bastián","L-M-W-J-V:1,2,3,4,5,6 PRA SIN SALA",Escuela de Enfermería,2026-1
33488,ENF2518,1,Internado de Enfermería en Urgencias,"Gonzalez Ximena, Morales Claudia, Román Camila, Varela Camila","L-M-W-J-V:1,2,3,4 CLAS SIN SALA L-M-W-J-V:5,6 CLAS SIN SALA",Escuela de Enfermería,2026-1
33489,ENF2518,2,Internado de Enfermería en Urgencias,"Gonzalez Ximena, Morales Claudia, Román Camila, Varela Camila","L-M-W-J-V:1,2,3,4 CLAS SIN SALA L-M-W-J-V:5,6 CLAS SIN SALA",Escuela de Enfermería,2026-1
28350,ENF2532,1,La Salud del Adulto Mayor,Gomez Tamara,"L-M-W-J-V:1,2,3,4,5,6 CLAS SIN SALA",Escuela de Enfermería,2026-1
28358,ENF2536,1,Enfermería en Salud Familiar,Dois Angelina,"L-M-W-J-V:1,2,3,4,5,6 PRA SIN SALA",Escuela de Enfermería,2026-1
26270,ENF2540,1,Cuidados de Enfermería del Niño Enfermo,Gutiérrez Marina,"L-M-W-J-V:1,2,3,4,5,6 PRA SIN SALA",Escuela de Enfermería,2026-1
31587,ENF2544,1,Cuidados de Enfermería del Recién Nacido,Faunes Miriam,"L-M-W-J-V:1,2,3,4,5,6 PRA SIN SALA",Escuela de Enfermería,2026-1
30334,ENF2548,1,Intervención de Enfermería en Salud Comunitaria,Bustamante Claudia,"L-M-W-J-V:1,2,3,4,5,6 PRA SIN SALA",Escuela de Enfermería,2026-1
30336,ENF2552,1,Enfermería en Salud Mental y Psiquiatría II,Varela Camila,"L-M-W-J-V:1,2,3,4,5,6 PRA SIN SALA",Escuela de Enfermería,2026-1
30337,ENF2556,1,Enfermería en Salud Mental y Psiquiatría III,Inostroza Tomás,"L-M-W-J-V:1,2,3,4,5,6 PRA SIN SALA",Escuela de Enfermería,2026-1
26274,ENF300P,1,Promoción y Protección de la Salud en la Infancia,Agurto Herleyn,"J:5,6 CLAS T3224",Escuela de Enfermería,2026-1
11829,ENF4000,1,Debates Actuales en Teorias en Enfermeria,Urrutia Mila,"V:4,5 CLAS F4",Escuela de Enfermería,2026-1
11836,ENF4030,1,"Etica, Legislación y Salud",Vargas Ivonne,"W:7,8 CLAS F4",Escuela de Enfermería,2026-1
11860,ENF4101,1,Metodología de Investigación Cuantitativa Avanzada,"Padilla Cristobal, Alegria Leyla","V:1,2,3 CLAS F4",Escuela de Enfermería,2026-1
11869,ENF4130,1,Proyecto de Tesis,Bustamante Claudia,"V:1,2 CLAS SIN SALA",Escuela de Enfermería,2026-1
11878,ENF4140,1,Tesis,Arechabala Maria,"V:1,2 CLAS SIN SALA",Escuela de Enfermería,2026-1
28176,ENF425,1,Autocuidado de la Salud,Valenzuela Maria,"J:5,6 CLAS F201",Escuela de Enfermería,2026-1
11911,ENF4310,1,Practica Avanzada de Enfermeria Basada en Evidencias,Arechabala Maria,"M:7,8 CLAS SIN SALA",Escuela de Enfermería,2026-1
26414,ENF4340,1,Fisiopatología Avanzada,"Tagle Rodrigo, Soto Katherine","J:7,8 CLAS F5",Escuela de Enfermería,2026-1
26408,ENF4360,1,Farmacología Clínica en Enfermería de Práctica Avanzada,"Medel Patricio, Valencia Jose","W:5,6 CLAS SIN SALA",Escuela de Enfermería,2026-1
26398,ENF4370,1,Práctica Avanzada de Enfermería Basada en Evidencias,Arechabala Maria,"M:7,8 CLAS SIN SALA",Escuela de Enfermería,2026-1
26415,ENF4390,1,Rol de la Enfermería de Práctica Avanzada,"Arellano Silvana, Palma Silvia","L:7,8 CLAS F4",Escuela de Enfermería,2026-1
27341,ENF4410,1,Enfermería de Práctica Avanzada en Cuidados de Personas Con Cáncer II,"Santibáñez Natalie, Pinto Natalie",: CLAS SIN SALA,Escuela de Enfermería,2026-1
27343,ENF4430,1,Proyecto de Intervención de Enfermería de Práctica Avanzada,Marquez Francisca,: CLAS SIN SALA,Escuela de Enfermería,2026-1
31956,ENF4500,1,Enfermería de Práctica Avanzada en Cuidados de Personas Con Cuidados Paliativos I,Gallastegui Aintzane,"V:7,8 CLAS SIN SALA",Escuela de Enfermería,2026-1
31958,ENF4510,1,Enfermería de Práctica Avanzada en Cuidados de Personas Con Cuidados Paliativos II,"Gallastegui Aintzane, Ávila Nicole","W-V:7,8 CLAS SIN SALA",Escuela de Enfermería,2026-1
31705,ENF4520,1,Residencia Clínica en Cuidados Paliativos,Gallastegui Aintzane,: CLAS SIN SALA,Escuela de Enfermería,2026-1
26394,ENH3010,1,Cuidados Avanzados de Enfermería del Adulto Mayor,Rubio Miriam,: CLAS SIN SALA,Escuela de Enfermería,2026-1
34172,ENH3020,1,Fundamentos para el Cuidado Especialista de Enfermería en Persona Mayor,Rubio Miriam,: CLAS SIN SALA,Escuela de Enfermería,2026-1
34173,ENH3120,1,Enfermería para Cuidados Especialistas en la Persona Mayor I,Rubio Miriam,: CLAS SIN SALA,Escuela de Enfermería,2026-1
31698,ENJ3020,1,Fundamentos del Cuidado Especialista de Enfermería del Niño y Adolescente Con Problemas Oncológicos,Vega Paula,: CLAS SIN SALA,Escuela de Enfermería,2026-1
31699,ENJ3120,1,Cuidados Especializados de Enfermería en Niños y Adolescentes Con Problemas Oncológicos I,"Vega Paula, Robledo María",: CLAS SIN SALA,Escuela de Enfermería,2026-1
31700,ENJ3120,2,Cuidados Especializados de Enfermería en Niños y Adolescentes Con Problemas Oncológicos I,"Vega Paula, Robledo María",: CLAS SIN SALA,Escuela de Enfermería,2026-1
30267,ENL3010,1,Cuidados de Enfermeria del Recien Nacido de Alto Riesgo I,"Soto Paula, Martinez Claudia","L:1,2,3 CLAS SIN SALA",Escuela de Enfermería,2026-1
34170,ENL3020,1,Fundamentos de Enfermería para Cuidados Críticos en el Recién Nacido de Alto Riesgo,"Soto Paula, Martinez Claudia",: CLAS SIN SALA,Escuela de Enfermería,2026-1
34171,ENL3120,1,Enfermería en Cuidados Críticos en el Recién Nacido de Alto Riesgo I,"Soto Paula, Martinez Claudia",: CLAS SIN SALA,Escuela de Enfermería,2026-1
31701,ENN3020,1,Fundamentos de Enfermería para Cuidados Críticos Especializados en la Infancia,"Navarro Edith, Gutiérrez Marina","L:1,2 CLAS SIN SALA",Escuela de Enfermería,2026-1
31702,ENN3120,1,Especialidad de Enfermería en Cuidados Críticos del Niño y Adolescente I,"Navarro Edith, Gutiérrez Marina",:2 CLAS,Escuela de Enfermería,2026-1
33647,ENO2012,1,Envejecimiento Saludable,"Rubio Miriam, Gomez Tamara","L:5,6 CLAS AUD_J",Escuela de Enfermería,2026-1
31565,ENO2022,1,Equidad de Género y Salud: Retos para la Acción,Bernales Margarita,"L:3,4 CLAS F201",Escuela de Enfermería,2026-1
33652,ENO2024,1,Fomento del Desarrollo Integral Infantil para Una Crianza Respetuosa,Luengo Rosario,"L:5,6 CLAS J3",Escuela de Enfermería,2026-1
31568,ENO2028,1,Uc Propone: Investigación Aplicada en Ciencias Sociales,"Rubio Miriam, Bustamante Claudia","V:2,3 CLAS AP008 V:4 AYU SEM_1_P4",Escuela de Enfermería,2026-1
31954,ENO3102,1,Estudio Independiente,"Alvarez Diana, Pardo Catalina","L:7,8 CLAS SIN SALA",Escuela de Enfermería,2026-1
34155,ENO3102,2,Estudio Independiente,"Rojas Noelia, Marquez Francisca","L:7,8 CLAS SIN SALA",Escuela de Enfermería,2026-1
30004,ENO4124,1,Salud Planetaria y Transdisciplina: Enfrentando los Retos del Siglo Xxi,Palmeiro Yasna,"J:7,8 CLAS SIN SALA",Escuela de Enfermería,2026-1
33705,ENO4125,1,Violencia de Género: Enfoques Teóricos y Prácticos,Baeza Maria,"W:7,8 CLAS SEM_1_P2",Escuela de Enfermería,2026-1
28135,ENO4130,1,Investigacion Fenomenologica en Salud,"Marquez Francisca, Lucchini Camila","M:7,8 CLAS F5",Escuela de Enfermería,2026-1
33779,ENO4131,1,Métodos Mixtos para la Investigación en Salud,Bernales Margarita,"J:7,8 CLAS ED214",Escuela de Enfermería,2026-1
33786,ENO4133,1,Bases del Asesoramiento Genético,"Bernal Yanara, Flores Claudia","L:7,8 CLAS S16",Escuela de Enfermería,2026-1
12005,ENO4200,1,Herramientas de Gestión Estratégica en la Dirección de Servicios de Enfermería,Camus Lorena,"V:3,4 CLAS F5",Escuela de Enfermería,2026-1
28066,ADP001D,1,Introducción al Derecho,Farias Alejandro,L-W:4 CLAS E11 W:5 AYU BC24,Escuela de Gobierno,2026-1
31714,ADP001E,1,Fundamentos de Macroeconomía,Morandé Felipe,"V:1 AYU C503 V:2,3 CLAS C301",Escuela de Gobierno,2026-1
26008,ADP001G,1,Justicia y Bien Común,De Campos Thana,"M:2,3 CLAS C405 J:2 AYU C405",Escuela de Gobierno,2026-1
31710,ADP001G,2,Justicia y Bien Común,Wiegand Augusto,"M:2,3 CLAS C406 J:2 AYU C506",Escuela de Gobierno,2026-1
26009,ADP002G,1,Gestión Pública I,Pliscoff Cristian,L-W:4 CLAS C510 J:3 AYU C506,Escuela de Gobierno,2026-1
31711,ADP002G,2,Gestión Pública I,Chudnovsky Mariana,L-W:4 CLAS C402 J:3 AYU C306,Escuela de Gobierno,2026-1
28063,ADP003G,1,Gestión Pública II,Pliscoff Cristian,L:5 AYU C303 M-J:2 CLAS C301,Escuela de Gobierno,2026-1
33749,ADP003G,2,Gestión Pública II,Arias Karina,L:5 AYU C306 M-J:2 CLAS C303,Escuela de Gobierno,2026-1
33766,ADP004G,1,Métodos Aplicados a la Gestión Pública,Undurraga Eduardo,L-W:2 CLAS C508 L:7 AYU C303,Escuela de Gobierno,2026-1
30123,ADP005G,1,Evidencia para la Gestión Pública,"Huertas Sergio, Gil Magdalena, Hojman Andres","M:3,4 CLAS C203 J:6 AYU AE205",Escuela de Gobierno,2026-1
30127,ADP201C,1,Política en Gestión y Políticas Públicas,Diaz Diego,L-W:4 CLAS C200 W:6 AYU N4,Escuela de Gobierno,2026-1
30130,ADP201D,1,Régimen Jurídico de la Administración del Estado,"Bocchi Giannina, Fernandez Miguel",L-W:5 CLAS C200 M:6 AYU NT203,Escuela de Gobierno,2026-1
31713,ADP201E,1,Gestión de Recursos Humanos en el Sector Público,Navarro René,"W:6,7 CLAS C402",Escuela de Gobierno,2026-1
33767,ADP201I,1,Operaciones de Servicios Públicos,Molina Sebastián,M-J:1 CLAS C307 V:4 AYU C501,Escuela de Gobierno,2026-1
